id;registration_month;region;operating_system
id_854;14.0;America;Windows
id_8549;14.0;ROW;Windows
id_8553;14.0;ROW;Windows
id_8560;14.0;ROW;Windows
id_8574;14.0;ROW;Windows
id_8575;14.0;ROW;Windows
id_8590;14.0;EMEA;Windows
id_86;14.0;EMEA;Windows
id_8609;14.0;ROW;Windows
id_8614;14.0;ROW;Windows
id_8615;14.0;ROW;Windows
id_8616;14.0;ROW;Windows
id_8659;14.0;America;Windows
id_8708;14.0;EMEA;Windows
id_8718;14.0;America;Mac
id_8727;14.0;ROW;Windows
id_8739;14.0;EMEA;Windows
id_8775;14.0;ROW;Windows
id_8815;14.0;ROW;Windows
id_8833;14.0;ROW;Mac
id_8854;14.0;America;Windows
id_8856;14.0;ROW;Windows
id_8857;14.0;ROW;Windows
id_8863;14.0;ROW;Windows
id_8874;14.0;ROW;Mac
id_8875;14.0;America;Mac
id_8877;14.0;EMEA;Mac
id_8891;14.0;ROW;Windows
id_892;14.0;ROW;Mac
id_8936;14.0;ROW;Linux
id_8956;14.0;ROW;Windows
id_9000;14.0;ROW;Windows
id_9012;14.0;ROW;Linux
id_9057;14.0;ROW;Windows
id_9058;14.0;America;Mac
id_9059;14.0;ROW;Windows
id_9087;14.0;ROW;Windows
id_9093;14.0;ROW;Windows
id_9107;14.0;America;Windows
id_9111;14.0;ROW;Windows
id_9116;14.0;EMEA;Windows
id_9124;14.0;America;Windows
id_9127;14.0;ROW;Windows
id_9134;14.0;America;Mac
id_9146;14.0;America;Windows
id_9167;14.0;America;Windows
id_9194;14.0;America;Windows
id_9220;14.0;America;Linux
id_9242;14.0;ROW;Windows
id_9260;14.0;EMEA;Windows
id_9277;14.0;ROW;Windows
id_9312;14.0;ROW;Mac
id_9332;14.0;America;Windows
id_9353;14.0;ROW;Windows
id_9385;14.0;EMEA;Windows
id_9399;14.0;ROW;Mac
id_9431;14.0;EMEA;Windows
id_9438;14.0;ROW;Windows
id_9453;14.0;ROW;Windows
id_9494;14.0;America;Windows
id_950;14.0;EMEA;Windows
id_951;14.0;ROW;Windows
id_9606;14.0;America;Windows
id_9626;14.0;America;Mac
id_9644;14.0;ROW;Windows
id_9651;14.0;America;Windows
id_9669;14.0;ROW;Windows
id_9674;14.0;ROW;Unknown
id_9719;14.0;ROW;Windows
id_9723;14.0;ROW;Windows
id_9742;14.0;ROW;Windows
id_9748;14.0;America;Windows
id_9762;14.0;ROW;Windows
id_9777;14.0;ROW;Windows
id_9789;14.0;ROW;Windows
id_9812;14.0;EMEA;Windows
id_9865;14.0;ROW;Windows
id_9896;14.0;ROW;Windows
id_9923;14.0;EMEA;Windows
id_993;14.0;America;Windows
id_9944;14.0;America;Mac
id_9987;14.0;America;Linux
id_9989;14.0;America;Windows
id_9994;14.0;EMEA;Windows
id_1000;15.0;ROW;Windows
id_10031;15.0;EMEA;Windows
id_10032;15.0;EMEA;Windows
id_10088;15.0;EMEA;Windows
id_10105;15.0;ROW;Windows
id_10126;15.0;ROW;Windows
id_10199;15.0;EMEA;Mac
id_10201;15.0;ROW;Windows
id_10225;15.0;ROW;Unknown
id_10242;15.0;ROW;Mac
id_10244;15.0;ROW;Windows
id_10268;15.0;EMEA;Windows
id_10283;15.0;ROW;Windows
id_10285;15.0;ROW;Windows
id_10295;15.0;ROW;Mac
id_103;15.0;EMEA;Windows
id_1030;15.0;ROW;Windows
id_10316;15.0;ROW;Windows
id_10319;15.0;ROW;Windows
id_10327;15.0;ROW;Windows
id_10341;15.0;ROW;Unknown
id_10365;15.0;ROW;Windows
id_10368;15.0;America;Windows
id_1038;15.0;EMEA;Windows
id_10382;15.0;ROW;Windows
id_104;15.0;EMEA;Windows
id_10451;15.0;ROW;Mac
id_10455;15.0;EMEA;Windows
id_10462;15.0;ROW;Windows
id_10472;15.0;ROW;Windows
id_10488;15.0;ROW;Linux
id_10514;15.0;ROW;Windows
id_10526;15.0;ROW;Windows
id_10538;15.0;America;Windows
id_10565;15.0;ROW;Windows
id_10579;15.0;ROW;Windows
id_10585;15.0;EMEA;Windows
id_10587;15.0;ROW;Windows
id_10590;15.0;ROW;Windows
id_10606;15.0;ROW;Windows
id_10608;15.0;ROW;Windows
id_10616;15.0;America;Windows
id_10663;15.0;EMEA;Windows
id_10670;15.0;EMEA;Windows
id_10681;15.0;EMEA;Mac
id_10699;15.0;EMEA;Windows
id_1072;15.0;America;Windows
id_10762;15.0;America;Mac
id_10763;15.0;ROW;Windows
id_10767;15.0;ROW;Windows
id_1084;15.0;ROW;Windows
id_10864;15.0;EMEA;Mac
id_10918;15.0;ROW;Mac
id_10992;15.0;ROW;Windows
id_10994;15.0;EMEA;Linux
id_11;15.0;ROW;Windows
id_1101;15.0;America;Windows
id_1102;15.0;ROW;Windows
id_11039;15.0;America;Windows
id_11043;15.0;ROW;Windows
id_11085;15.0;ROW;Mac
id_111;15.0;EMEA;Windows
id_11115;15.0;EMEA;Windows
id_11140;15.0;America;Windows
id_11149;15.0;America;Windows
id_11215;15.0;ROW;Windows
id_11221;15.0;ROW;Mac
id_1123;15.0;ROW;Windows
id_11230;15.0;EMEA;Windows
id_11235;15.0;America;Windows
id_11252;15.0;America;Windows
id_11265;15.0;ROW;Windows
id_11266;15.0;ROW;Windows
id_11300;15.0;ROW;Unknown
id_11307;15.0;EMEA;Windows
id_11324;15.0;ROW;Unknown
id_11350;15.0;ROW;Windows
id_11382;15.0;EMEA;Windows
id_11384;15.0;ROW;Windows
id_11406;15.0;EMEA;Windows
id_11412;15.0;EMEA;Windows
id_11440;15.0;ROW;Unknown
id_11455;15.0;ROW;Mac
id_11457;15.0;ROW;Mac
id_11464;15.0;ROW;Windows
id_11465;15.0;ROW;Mac
id_11471;15.0;ROW;Mac
id_11475;15.0;ROW;Windows
id_11484;15.0;ROW;Windows
id_11503;15.0;America;Windows
id_11540;15.0;ROW;Mac
id_1155;15.0;EMEA;Mac
id_11554;15.0;EMEA;Mac
id_11566;15.0;EMEA;Mac
id_11577;15.0;ROW;Mac
id_1160;15.0;America;Windows
id_11640;15.0;ROW;Windows
id_11647;15.0;ROW;Windows
id_11656;15.0;ROW;Mac
id_11667;15.0;ROW;Unknown
id_11688;15.0;ROW;Windows
id_11704;15.0;ROW;Windows
id_11719;15.0;ROW;Windows
id_11725;15.0;ROW;Windows
id_1173;15.0;ROW;Unknown
id_11773;15.0;America;Windows
id_11775;15.0;ROW;Windows
id_11784;15.0;EMEA;Mac
id_11788;15.0;America;Mac
id_11790;15.0;ROW;Windows
id_11792;15.0;EMEA;Mac
id_11811;15.0;ROW;Mac
id_11833;15.0;EMEA;Windows
id_11836;15.0;ROW;Mac
id_11838;15.0;EMEA;Windows
id_11871;15.0;ROW;Windows
id_11877;15.0;ROW;Unknown
id_11879;15.0;ROW;Windows
id_11892;15.0;ROW;Windows
id_11987;15.0;ROW;Windows
id_11993;15.0;EMEA;Windows
id_12006;15.0;ROW;Windows
id_12019;15.0;ROW;Windows
id_12042;15.0;ROW;Windows
id_12090;15.0;ROW;Windows
id_12105;15.0;America;Windows
id_12145;15.0;ROW;Windows
id_12166;15.0;ROW;Unknown
id_12200;15.0;America;Windows
id_12208;15.0;ROW;Windows
id_12215;15.0;ROW;Windows
id_12217;15.0;ROW;Mac
id_12254;15.0;ROW;Windows
id_12289;15.0;ROW;Windows
id_12307;15.0;ROW;Windows
id_12333;15.0;EMEA;Windows
id_12341;15.0;EMEA;Mac
id_12350;15.0;America;Windows
id_12369;15.0;EMEA;Windows
id_12371;15.0;America;Windows
id_12385;15.0;ROW;Windows
id_12388;15.0;America;Mac
id_12393;15.0;EMEA;Windows
id_12399;15.0;EMEA;Windows
id_12404;15.0;ROW;Windows
id_12414;15.0;ROW;Windows
id_12416;15.0;ROW;Windows
id_12417;15.0;America;Mac
id_1243;15.0;America;Windows
id_12438;15.0;America;Mac
id_12446;15.0;ROW;Windows
id_12449;15.0;ROW;Windows
id_12472;15.0;America;Windows
id_12473;15.0;ROW;Windows
id_12474;15.0;EMEA;Mac
id_12478;15.0;EMEA;Windows
id_12492;15.0;ROW;Mac
id_12506;15.0;EMEA;Windows
id_12550;15.0;EMEA;Windows
id_12576;15.0;ROW;Windows
id_12578;15.0;ROW;Windows
id_12610;15.0;ROW;Windows
id_12614;15.0;ROW;Windows
id_12637;15.0;ROW;Windows
id_12650;15.0;ROW;Windows
id_12696;15.0;America;Mac
id_12701;15.0;EMEA;Windows
id_12704;15.0;America;Mac
id_12706;15.0;ROW;Windows
id_12707;15.0;America;Mac
id_12732;15.0;ROW;Windows
id_12744;15.0;ROW;Mac
id_12759;15.0;ROW;Windows
id_12760;15.0;ROW;Windows
id_12776;15.0;America;Mac
id_12783;15.0;ROW;Windows
id_12789;15.0;America;Windows
id_12794;15.0;America;Windows
id_1280;15.0;America;Mac
id_12801;15.0;America;Mac
id_12805;15.0;America;Windows
id_12807;15.0;ROW;Mac
id_12813;15.0;ROW;Mac
id_12816;15.0;EMEA;Windows
id_12826;15.0;ROW;Windows
id_12856;15.0;ROW;Windows
id_12867;15.0;EMEA;Windows
id_12877;15.0;EMEA;Windows
id_12890;15.0;EMEA;Mac
id_12899;15.0;ROW;Windows
id_12913;15.0;America;Windows
id_12920;15.0;EMEA;Mac
id_12980;15.0;ROW;Windows
id_1299;15.0;America;Windows
id_12998;15.0;ROW;Windows
id_13049;15.0;EMEA;Mac
id_13056;15.0;ROW;Windows
id_13079;15.0;America;Windows
id_13087;15.0;America;Windows
id_13096;15.0;ROW;Windows
id_13099;15.0;ROW;Windows
id_13109;15.0;America;Mac
id_13110;15.0;EMEA;Windows
id_13119;15.0;ROW;Windows
id_13136;15.0;ROW;Mac
id_13139;15.0;ROW;Windows
id_13152;15.0;ROW;Windows
id_13153;15.0;ROW;Windows
id_13155;15.0;EMEA;Mac
id_13158;15.0;EMEA;Windows
id_13164;15.0;America;Mac
id_13165;15.0;ROW;Windows
id_13177;15.0;EMEA;Windows
id_13182;15.0;ROW;Windows
id_13186;15.0;ROW;Windows
id_13199;15.0;ROW;Windows
id_1320;15.0;ROW;Windows
id_13201;15.0;ROW;Windows
id_13215;15.0;America;Windows
id_13217;15.0;ROW;Windows
id_13218;15.0;ROW;Windows
id_1323;15.0;ROW;Windows
id_13246;15.0;America;Windows
id_13258;15.0;America;Windows
id_13260;15.0;ROW;Windows
id_13287;15.0;ROW;Windows
id_1329;15.0;ROW;Windows
id_13290;15.0;ROW;Windows
id_13293;15.0;ROW;Windows
id_13304;15.0;America;Windows
id_13305;15.0;ROW;Unknown
id_13318;15.0;ROW;Windows
id_13333;15.0;ROW;Windows
id_13372;15.0;ROW;Windows
id_13383;15.0;ROW;Windows
id_13384;15.0;ROW;Windows
id_13385;15.0;ROW;Mac
id_13409;15.0;ROW;Windows
id_13423;15.0;ROW;Windows
id_13428;15.0;ROW;Mac
id_1343;15.0;ROW;Windows
id_13437;15.0;ROW;Unknown
id_13448;15.0;America;Windows
id_13457;15.0;EMEA;Windows
id_13465;15.0;ROW;Windows
id_13472;15.0;ROW;Windows
id_13490;15.0;ROW;Windows
id_13494;15.0;ROW;Windows
id_13500;15.0;ROW;Windows
id_13504;15.0;ROW;Windows
id_1351;15.0;ROW;Windows
id_13511;15.0;ROW;Mac
id_13514;15.0;EMEA;Windows
id_13520;15.0;America;Windows
id_13523;15.0;ROW;Windows
id_13529;15.0;ROW;Linux
id_13547;15.0;EMEA;Linux
id_13548;15.0;ROW;Windows
id_13553;15.0;America;Windows
id_13561;15.0;America;Windows
id_13576;15.0;ROW;Windows
id_1358;15.0;America;Windows
id_13606;15.0;ROW;Windows
id_13608;15.0;ROW;Windows
id_1363;15.0;ROW;Windows
id_13638;15.0;ROW;Windows
id_13652;15.0;ROW;Mac
id_13664;15.0;ROW;Windows
id_13681;15.0;ROW;Windows
id_13697;15.0;ROW;Linux
id_13703;15.0;ROW;Windows
id_13720;15.0;ROW;Mac
id_13722;15.0;ROW;Windows
id_13726;15.0;ROW;Windows
id_1373;15.0;ROW;Windows
id_13746;15.0;ROW;Unknown
id_13763;15.0;ROW;Windows
id_13839;15.0;ROW;Windows
id_13853;15.0;ROW;Windows
id_13857;15.0;ROW;Windows
id_13869;15.0;EMEA;Mac
id_13905;15.0;ROW;Windows
id_13911;15.0;ROW;Windows
id_13921;15.0;EMEA;Windows
id_13925;15.0;EMEA;Windows
id_13928;15.0;ROW;Windows
id_13940;15.0;ROW;Windows
id_13943;15.0;America;Windows
id_1396;15.0;ROW;Windows
id_13971;15.0;ROW;Windows
id_14006;15.0;ROW;Windows
id_1402;15.0;ROW;Windows
id_14039;15.0;America;Windows
id_14042;15.0;ROW;Windows
id_14051;15.0;America;Windows
id_14057;15.0;ROW;Windows
id_14062;15.0;ROW;Windows
id_14076;15.0;ROW;Windows
id_1410;15.0;ROW;Windows
id_14100;15.0;ROW;Windows
id_14115;15.0;ROW;Windows
id_14117;15.0;America;Windows
id_14148;15.0;ROW;Windows
id_14152;15.0;ROW;Windows
id_14163;15.0;ROW;Windows
id_14177;15.0;ROW;Windows
id_14189;15.0;America;Windows
id_14190;15.0;America;Windows
id_14191;15.0;America;Windows
id_14204;15.0;ROW;Windows
id_14209;15.0;ROW;Windows
id_1422;15.0;EMEA;Windows
id_14227;15.0;ROW;Windows
id_14288;15.0;ROW;Windows
id_14290;15.0;ROW;Windows
id_14294;15.0;ROW;Windows
id_14297;15.0;EMEA;Windows
id_14301;15.0;ROW;Windows
id_14305;15.0;ROW;Windows
id_1431;15.0;ROW;Windows
id_14319;15.0;ROW;Windows
id_14322;15.0;ROW;Windows
id_14351;15.0;America;Windows
id_14360;15.0;ROW;Windows
id_14364;15.0;ROW;Windows
id_14371;15.0;ROW;Windows
id_14374;15.0;ROW;Windows
id_14393;15.0;ROW;Windows
id_14396;15.0;ROW;Windows
id_14421;15.0;ROW;Windows
id_14425;15.0;ROW;Windows
id_14462;15.0;ROW;Windows
id_14497;15.0;ROW;Windows
id_14506;15.0;ROW;Windows
id_14507;15.0;ROW;Windows
id_14519;15.0;ROW;Windows
id_1453;15.0;ROW;Windows
id_14534;15.0;ROW;Windows
id_14540;15.0;ROW;Windows
id_14553;15.0;ROW;Windows
id_14555;15.0;EMEA;Mac
id_14627;15.0;ROW;Windows
id_14646;15.0;ROW;Windows
id_14651;15.0;ROW;Mac
id_14678;15.0;EMEA;Mac
id_14690;15.0;EMEA;Windows
id_14701;15.0;EMEA;Windows
id_14709;15.0;ROW;Windows
id_1471;15.0;ROW;Windows
id_14713;15.0;ROW;Windows
id_14718;15.0;ROW;Windows
id_14724;15.0;ROW;Windows
id_14730;15.0;ROW;Windows
id_14746;15.0;EMEA;Linux
id_14800;15.0;EMEA;Windows
id_14808;15.0;ROW;Windows
id_14816;15.0;EMEA;Unknown
id_14826;15.0;ROW;Windows
id_14844;15.0;America;Windows
id_14846;15.0;ROW;Windows
id_14860;15.0;ROW;Windows
id_14870;15.0;America;Mac
id_14871;15.0;ROW;Mac
id_14876;15.0;America;Windows
id_14897;15.0;ROW;Windows
id_14910;15.0;ROW;Windows
id_14917;15.0;ROW;Windows
id_14934;15.0;ROW;Windows
id_14935;15.0;ROW;Windows
id_14942;15.0;ROW;Windows
id_14946;15.0;ROW;Windows
id_1496;15.0;ROW;Windows
id_14989;15.0;EMEA;Windows
id_14995;15.0;EMEA;Windows
id_15019;15.0;ROW;Mac
id_15056;15.0;EMEA;Windows
id_15085;15.0;ROW;Mac
id_15127;15.0;EMEA;Windows
id_15171;15.0;ROW;Windows
id_15241;15.0;ROW;Mac
id_15246;15.0;ROW;Windows
id_15256;15.0;ROW;Windows
id_1526;15.0;ROW;Windows
id_15283;15.0;ROW;Unknown
id_15290;15.0;ROW;Unknown
id_15291;15.0;ROW;Windows
id_15296;15.0;America;Windows
id_1530;15.0;ROW;Windows
id_15300;15.0;ROW;Windows
id_15310;15.0;ROW;Windows
id_15328;15.0;ROW;Linux
id_1534;15.0;ROW;Windows
id_15375;15.0;ROW;Mac
id_15377;15.0;ROW;Windows
id_15380;15.0;ROW;Unknown
id_15391;15.0;ROW;Windows
id_15418;15.0;EMEA;Windows
id_15431;15.0;EMEA;Mac
id_15444;15.0;ROW;Unknown
id_15452;15.0;ROW;Windows
id_15462;15.0;ROW;Windows
id_15465;15.0;ROW;Windows
id_15466;15.0;EMEA;Windows
id_15479;15.0;ROW;Windows
id_15482;15.0;ROW;Windows
id_1551;15.0;ROW;Windows
id_15529;15.0;ROW;Mac
id_15531;15.0;EMEA;Windows
id_15566;15.0;EMEA;Windows
id_15572;15.0;ROW;Mac
id_15587;15.0;ROW;Unknown
id_15622;15.0;EMEA;Windows
id_15628;15.0;America;Windows
id_15655;15.0;ROW;Windows
id_15683;15.0;ROW;Windows
id_15687;15.0;America;Windows
id_15688;15.0;America;Mac
id_1569;15.0;ROW;Windows
id_15691;15.0;ROW;Windows
id_15701;15.0;ROW;Windows
id_15713;15.0;ROW;Windows
id_15719;15.0;ROW;Windows
id_15732;15.0;ROW;Windows
id_15763;15.0;ROW;Windows
id_15785;15.0;ROW;Windows
id_1581;15.0;ROW;Windows
id_15826;15.0;ROW;Windows
id_15830;15.0;ROW;Windows
id_15858;15.0;ROW;Windows
id_15863;15.0;ROW;Linux
id_15894;15.0;America;Windows
id_1591;15.0;ROW;Windows
id_15933;15.0;America;Windows
id_1596;15.0;ROW;Windows
id_15964;15.0;EMEA;Windows
id_15972;15.0;ROW;Windows
id_15995;15.0;ROW;Windows
id_16000;15.0;EMEA;Windows
id_16002;15.0;ROW;Mac
id_16013;15.0;America;Windows
id_16023;15.0;ROW;Windows
id_16026;15.0;ROW;Windows
id_16057;15.0;ROW;Mac
id_16070;15.0;ROW;Windows
id_16072;15.0;ROW;Windows
id_16118;15.0;America;Windows
id_16127;15.0;ROW;Mac
id_16137;15.0;America;Windows
id_16159;15.0;ROW;Mac
id_16161;15.0;EMEA;Windows
id_16185;15.0;ROW;Windows
id_16192;15.0;ROW;Windows
id_16203;15.0;ROW;Windows
id_16206;15.0;ROW;Windows
id_16217;15.0;ROW;Windows
id_16230;15.0;ROW;Windows
id_16253;15.0;EMEA;Mac
id_16268;15.0;ROW;Windows
id_16270;15.0;ROW;Windows
id_16274;15.0;America;Windows
id_1628;15.0;ROW;Windows
id_16292;15.0;ROW;Windows
id_16295;15.0;ROW;Windows
id_16296;15.0;ROW;Windows
id_1630;15.0;America;Windows
id_16315;15.0;ROW;Windows
id_16348;15.0;ROW;Windows
id_16379;15.0;ROW;Windows
id_164;15.0;EMEA;Linux
id_16408;15.0;ROW;Windows
id_16436;15.0;ROW;Windows
id_16467;15.0;ROW;Windows
id_16469;15.0;ROW;Windows
id_16506;15.0;America;Mac
id_16508;15.0;ROW;Windows
id_16509;15.0;ROW;Unknown
id_1653;15.0;America;Linux
id_16531;15.0;ROW;Windows
id_16532;15.0;ROW;Windows
id_16540;15.0;ROW;Unknown
id_16553;15.0;ROW;Windows
id_16572;15.0;ROW;Windows
id_16583;15.0;ROW;Windows
id_16600;15.0;EMEA;Unknown
id_16606;15.0;ROW;Windows
id_16620;15.0;America;Unknown
id_16649;15.0;ROW;Windows
id_16669;15.0;EMEA;Mac
id_16705;15.0;EMEA;Windows
id_16716;15.0;EMEA;Windows
id_16722;15.0;ROW;Windows
id_16732;15.0;EMEA;Windows
id_16737;15.0;ROW;Linux
id_16781;15.0;America;Windows
id_16785;15.0;ROW;Windows
id_16788;15.0;ROW;Windows
id_16846;15.0;EMEA;Windows
id_16865;15.0;ROW;Windows
id_16867;15.0;EMEA;Windows
id_16869;15.0;ROW;Windows
id_16876;15.0;ROW;Windows
id_16887;15.0;America;Windows
id_16903;15.0;America;Mac
id_16906;15.0;EMEA;Mac
id_16912;15.0;ROW;Windows
id_1692;15.0;ROW;Windows
id_16934;15.0;ROW;Windows
id_16968;15.0;ROW;Windows
id_1699;15.0;ROW;Windows
id_16997;15.0;America;Linux
id_17002;15.0;ROW;Windows
id_17005;15.0;EMEA;Windows
id_17033;15.0;ROW;Windows
id_1705;15.0;ROW;Windows
id_17106;15.0;ROW;Windows
id_17107;15.0;America;Mac
id_17119;15.0;ROW;Windows
id_17124;15.0;EMEA;Windows
id_17128;15.0;EMEA;Windows
id_17129;15.0;ROW;Unknown
id_17150;15.0;ROW;Windows
id_17174;15.0;ROW;Unknown
id_17175;15.0;ROW;Windows
id_17200;15.0;America;Mac
id_17215;15.0;ROW;Windows
id_1722;15.0;ROW;Windows
id_17234;15.0;ROW;Windows
id_17239;15.0;ROW;Windows
id_17240;15.0;ROW;Windows
id_17308;15.0;ROW;Windows
id_17320;15.0;ROW;Windows
id_17326;15.0;ROW;Windows
id_17335;15.0;ROW;Windows
id_17339;15.0;ROW;Windows
id_17340;15.0;America;Windows
id_17359;15.0;ROW;Windows
id_17392;15.0;America;Mac
id_17399;15.0;ROW;Windows
id_17401;15.0;ROW;Windows
id_17438;15.0;ROW;Windows
id_17445;15.0;ROW;Windows
id_17447;15.0;America;Windows
id_17476;15.0;EMEA;Windows
id_17478;15.0;ROW;Windows
id_17493;15.0;ROW;Linux
id_17494;15.0;ROW;Windows
id_17522;15.0;ROW;Windows
id_17531;15.0;ROW;Windows
id_17535;15.0;ROW;Windows
id_17562;15.0;ROW;Unknown
id_17596;15.0;ROW;Windows
id_176;15.0;EMEA;Windows
id_17600;15.0;ROW;Mac
id_17634;15.0;ROW;Windows
id_17637;15.0;ROW;Windows
id_17639;15.0;ROW;Windows
id_17650;15.0;America;Mac
id_17679;15.0;ROW;Windows
id_17698;15.0;ROW;Windows
id_17712;15.0;ROW;Windows
id_17718;15.0;ROW;Windows
id_17719;15.0;ROW;Windows
id_17729;15.0;ROW;Unknown
id_17730;15.0;ROW;Windows
id_17737;15.0;ROW;Mac
id_17750;15.0;ROW;Windows
id_17775;15.0;ROW;Windows
id_17788;15.0;ROW;Windows
id_17791;15.0;ROW;Windows
id_17810;15.0;ROW;Windows
id_17815;15.0;ROW;Windows
id_17818;15.0;EMEA;Mac
id_17820;15.0;EMEA;Windows
id_17827;15.0;ROW;Windows
id_17855;15.0;America;Mac
id_17864;15.0;EMEA;Windows
id_17871;15.0;EMEA;Mac
id_17882;15.0;ROW;Windows
id_1789;15.0;ROW;Windows
id_17897;15.0;EMEA;Windows
id_179;15.0;ROW;Windows
id_17936;15.0;EMEA;Windows
id_17943;15.0;EMEA;Windows
id_17957;15.0;ROW;Mac
id_1796;15.0;America;Mac
id_18046;15.0;EMEA;Windows
id_18047;15.0;EMEA;Windows
id_18073;15.0;ROW;Windows
id_18080;15.0;EMEA;Windows
id_18102;15.0;ROW;Windows
id_18103;15.0;ROW;Windows
id_18104;15.0;ROW;Windows
id_18117;15.0;EMEA;Windows
id_18118;15.0;ROW;Windows
id_18126;15.0;ROW;Windows
id_1815;15.0;America;Windows
id_18169;15.0;ROW;Windows
id_18172;15.0;ROW;Windows
id_18178;15.0;ROW;Windows
id_18187;15.0;ROW;Windows
id_18189;15.0;ROW;Windows
id_18201;15.0;ROW;Linux
id_18210;15.0;ROW;Windows
id_18229;15.0;America;Windows
id_18262;15.0;ROW;Windows
id_18277;15.0;America;Mac
id_18308;15.0;ROW;Windows
id_18328;15.0;ROW;Windows
id_18342;15.0;ROW;Windows
id_18347;15.0;America;Windows
id_18371;15.0;ROW;Unknown
id_18374;15.0;ROW;Windows
id_18385;15.0;EMEA;Windows
id_184;15.0;EMEA;Windows
id_18408;15.0;ROW;Windows
id_18413;15.0;ROW;Unknown
id_18416;15.0;ROW;Windows
id_1842;15.0;America;Windows
id_18468;15.0;ROW;Windows
id_18508;15.0;ROW;Windows
id_18520;15.0;ROW;Windows
id_18558;15.0;ROW;Windows
id_18580;15.0;EMEA;Windows
id_18588;15.0;ROW;Windows
id_18602;15.0;ROW;Windows
id_1865;15.0;EMEA;Mac
id_1866;15.0;ROW;Windows
id_18660;15.0;ROW;Windows
id_18675;15.0;ROW;Windows
id_18681;15.0;ROW;Windows
id_18713;15.0;ROW;Windows
id_18725;15.0;America;Windows
id_18742;15.0;ROW;Windows
id_18753;15.0;ROW;Windows
id_18755;15.0;ROW;Windows
id_1877;15.0;ROW;Windows
id_18770;15.0;ROW;Mac
id_18774;15.0;EMEA;Mac
id_18783;15.0;ROW;Windows
id_1880;15.0;ROW;Windows
id_18821;15.0;ROW;Windows
id_18862;15.0;ROW;Windows
id_1888;15.0;ROW;Windows
id_18885;15.0;America;Windows
id_18887;15.0;EMEA;Mac
id_18913;15.0;ROW;Windows
id_18930;15.0;EMEA;Mac
id_18992;15.0;ROW;Windows
id_1904;15.0;ROW;Windows
id_19062;15.0;ROW;Windows
id_19067;15.0;ROW;Windows
id_19082;15.0;EMEA;Windows
id_19087;15.0;ROW;Windows
id_19092;15.0;EMEA;Windows
id_19093;15.0;EMEA;Windows
id_19103;15.0;ROW;Windows
id_1912;15.0;ROW;Mac
id_19135;15.0;ROW;Windows
id_19136;15.0;ROW;Windows
id_19138;15.0;EMEA;Mac
id_19140;15.0;America;Windows
id_1917;15.0;ROW;Windows
id_19171;15.0;ROW;Windows
id_19190;15.0;ROW;Mac
id_19195;15.0;EMEA;Windows
id_19196;15.0;EMEA;Windows
id_19218;15.0;EMEA;Windows
id_19234;15.0;America;Windows
id_19257;15.0;America;Windows
id_19259;15.0;ROW;Mac
id_19294;15.0;ROW;Windows
id_19297;15.0;America;Mac
id_19342;15.0;ROW;Windows
id_19351;15.0;ROW;Windows
id_19352;15.0;ROW;Windows
id_19359;15.0;ROW;Windows
id_19368;15.0;ROW;Windows
id_19399;15.0;ROW;Windows
id_19407;15.0;ROW;Windows
id_1941;15.0;ROW;Windows
id_19415;15.0;America;Windows
id_19419;15.0;America;Windows
id_19429;15.0;ROW;Windows
id_19447;15.0;EMEA;Windows
id_19456;15.0;ROW;Windows
id_19462;15.0;ROW;Windows
id_19477;15.0;ROW;Windows
id_19481;15.0;America;Mac
id_19518;15.0;ROW;Windows
id_19531;15.0;America;Mac
id_19537;15.0;ROW;Mac
id_19560;15.0;America;Mac
id_19564;15.0;America;Mac
id_19599;15.0;America;Windows
id_19609;15.0;ROW;Mac
id_19617;15.0;America;Windows
id_19618;15.0;America;Linux
id_19632;15.0;ROW;Windows
id_19633;15.0;America;Windows
id_19636;15.0;ROW;Windows
id_1969;15.0;ROW;Windows
id_1970;15.0;ROW;Windows
id_19707;15.0;ROW;Windows
id_19731;15.0;ROW;Unknown
id_19734;15.0;America;Windows
id_19737;15.0;EMEA;Windows
id_19739;15.0;EMEA;Windows
id_19741;15.0;ROW;Windows
id_19750;15.0;ROW;Windows
id_19772;15.0;EMEA;Linux
id_19820;15.0;ROW;Windows
id_19849;15.0;ROW;Windows
id_19861;15.0;ROW;Mac
id_19872;15.0;ROW;Windows
id_19878;15.0;EMEA;Windows
id_19882;15.0;ROW;Windows
id_19887;15.0;ROW;Windows
id_19889;15.0;ROW;Windows
id_19908;15.0;America;Windows
id_19910;15.0;EMEA;Mac
id_19914;15.0;America;Mac
id_20011;15.0;ROW;Windows
id_20047;15.0;ROW;Windows
id_20077;15.0;ROW;Mac
id_20080;15.0;EMEA;Windows
id_20105;15.0;ROW;Windows
id_20106;15.0;ROW;Windows
id_20109;15.0;EMEA;Unknown
id_20124;15.0;EMEA;Windows
id_20153;15.0;EMEA;Linux
id_20187;15.0;EMEA;Windows
id_20202;15.0;America;Windows
id_20214;15.0;America;Mac
id_20220;15.0;ROW;Windows
id_20225;15.0;ROW;Linux
id_20242;15.0;America;Windows
id_20251;15.0;ROW;Windows
id_2028;15.0;ROW;Windows
id_20287;15.0;America;Windows
id_2030;15.0;America;Windows
id_20304;15.0;ROW;Windows
id_20312;15.0;ROW;Windows
id_20316;15.0;ROW;Windows
id_20322;15.0;America;Windows
id_20369;15.0;ROW;Unknown
